Date,store_id,daily_sales,promotion_active,store_size,city_population,day_of_week,month,day_of_month,is_weekend,time_idx
2021-07-17,store_3,549.0389675313504,1,large,1000000,5,7,17,1,197
2021-07-18,store_3,357.52726352735726,0,large,1000000,6,7,18,1,198
2021-07-19,store_3,271.30803934980685,0,large,1000000,0,7,19,0,199
2021-07-20,store_3,289.6163980587724,0,large,1000000,1,7,20,0,200
2021-07-21,store_3,299.79134700754105,0,large,1000000,2,7,21,0,201
2021-07-22,store_3,345.30422533759616,0,large,1000000,3,7,22,0,202
2021-07-23,store_3,542.3115252603394,1,large,1000000,4,7,23,1,203
2021-07-24,store_3,593.8200269634701,1,large,1000000,5,7,24,1,204
2021-07-25,store_3,366.5628292815181,0,large,1000000,6,7,25,1,205
2021-07-26,store_3,270.9220266105295,0,large,1000000,0,7,26,0,206
2021-07-27,store_3,428.29466179005783,1,large,1000000,1,7,27,0,207
2021-07-28,store_3,299.71574873344116,0,large,1000000,2,7,28,0,208
2021-07-29,store_3,314.08947257575454,0,large,1000000,3,7,29,0,209
2021-07-30,store_3,494.77677216883535,1,large,1000000,4,7,30,1,210
2021-07-31,store_3,592.8947032275729,1,large,1000000,5,7,31,1,211
2021-08-01,store_3,556.1846720510893,1,large,1000000,6,8,1,1,212
2021-08-02,store_3,267.92821726135065,0,large,1000000,0,8,2,0,213
2021-08-03,store_3,284.9847078071316,0,large,1000000,1,8,3,0,214
2021-08-04,store_3,421.95044180393046,1,large,1000000,2,8,4,0,215
2021-08-05,store_3,329.1729096418718,0,large,1000000,3,8,5,0,216
2021-08-06,store_3,462.5995238651328,1,large,1000000,4,8,6,1,217
2021-08-07,store_3,528.4584201616706,1,large,1000000,5,8,7,1,218
2021-08-08,store_3,390.6694322604087,0,large,1000000,6,8,8,1,219
2021-08-09,store_3,254.6019267789419,0,large,1000000,0,8,9,0,220
2021-08-10,store_3,284.7431994775852,0,large,1000000,1,8,10,0,221
2021-08-11,store_3,259.57755247020333,0,large,1000000,2,8,11,0,222
2021-08-12,store_3,331.4068539103633,0,large,1000000,3,8,12,0,223
2021-08-13,store_3,503.32751835654204,1,large,1000000,4,8,13,1,224
2021-08-14,store_3,532.4020789555634,1,large,1000000,5,8,14,1,225
2021-08-15,store_3,355.4054718088986,0,large,1000000,6,8,15,1,226
2021-08-16,store_3,287.95487076708235,0,large,1000000,0,8,16,0,227
2021-08-17,store_3,270.1985741443668,0,large,1000000,1,8,17,0,228
2021-08-18,store_3,283.0335133110155,0,large,1000000,2,8,18,0,229
2021-08-19,store_3,275.02474036860895,0,large,1000000,3,8,19,0,230
2021-08-20,store_3,478.9308289224939,1,large,1000000,4,8,20,1,231
2021-08-21,store_3,569.641097873266,1,large,1000000,5,8,21,1,232
2021-08-22,store_3,397.9376298874437,0,large,1000000,6,8,22,1,233
2021-08-23,store_3,247.41144195977702,0,large,1000000,0,8,23,0,234
2021-08-24,store_3,259.49444158320676,0,large,1000000,1,8,24,0,235
2021-08-25,store_3,302.3356710355529,0,large,1000000,2,8,25,0,236
2021-08-26,store_3,326.1292763580354,0,large,1000000,3,8,26,0,237
2021-08-27,store_3,449.66651063660265,1,large,1000000,4,8,27,1,238
2021-08-28,store_3,608.0106800268795,1,large,1000000,5,8,28,1,239
2021-08-29,store_3,385.3265724867808,0,large,1000000,6,8,29,1,240
2021-08-30,store_3,280.843117870759,0,large,1000000,0,8,30,0,241
2021-08-31,store_3,420.23404151180995,1,large,1000000,1,8,31,0,242
2021-09-01,store_3,272.2710270741163,0,large,1000000,2,9,1,0,243
2021-09-02,store_3,324.70553449108576,0,large,1000000,3,9,2,0,244
2021-09-03,store_3,541.4950867738264,1,large,1000000,4,9,3,1,245
2021-09-04,store_3,580.6650782273765,1,large,1000000,5,9,4,1,246
2021-09-05,store_3,397.41829783272317,0,large,1000000,6,9,5,1,247
2021-09-06,store_3,278.1499628011783,0,large,1000000,0,9,6,0,248
2021-09-07,store_3,253.30657931748448,0,large,1000000,1,9,7,0,249
2021-09-08,store_3,337.9610043559684,0,large,1000000,2,9,8,0,250
2021-09-09,store_3,312.7795247179127,0,large,1000000,3,9,9,0,251
2021-09-10,store_3,527.8037481556199,1,large,1000000,4,9,10,1,252
2021-09-11,store_3,605.8390109506283,1,large,1000000,5,9,11,1,253
2021-09-12,store_3,431.2246809899733,0,large,1000000,6,9,12,1,254
2021-09-13,store_3,286.6245849193982,0,large,1000000,0,9,13,0,255
2021-09-14,store_3,293.0894229817125,0,large,1000000,1,9,14,0,256
2021-09-15,store_3,298.28062800887653,0,large,1000000,2,9,15,0,257
2021-09-16,store_3,340.97158915620383,0,large,1000000,3,9,16,0,258
2021-09-17,store_3,467.0634891004195,1,large,1000000,4,9,17,1,259
2021-09-18,store_3,628.7977915763752,1,large,1000000,5,9,18,1,260
2021-09-19,store_3,575.741186573941,1,large,1000000,6,9,19,1,261
2021-09-20,store_3,298.8293096772225,0,large,1000000,0,9,20,0,262
2021-09-21,store_3,299.2838901898253,0,large,1000000,1,9,21,0,263
2021-09-22,store_3,322.629289513598,0,large,1000000,2,9,22,0,264
2021-09-23,store_3,329.58654373590497,0,large,1000000,3,9,23,0,265
2021-09-24,store_3,470.68439335267107,1,large,1000000,4,9,24,1,266
2021-09-25,store_3,583.5333082923287,1,large,1000000,5,9,25,1,267
2021-09-26,store_3,420.2481050425475,0,large,1000000,6,9,26,1,268
2021-09-27,store_3,283.8665410550669,0,large,1000000,0,9,27,0,269
2021-09-28,store_3,314.7557937801236,0,large,1000000,1,9,28,0,270
2021-09-29,store_3,319.2050860779799,0,large,1000000,2,9,29,0,271
2021-09-30,store_3,312.7082375828974,0,large,1000000,3,9,30,0,272
2021-10-01,store_3,495.8795498311159,1,large,1000000,4,10,1,1,273
2021-10-02,store_3,613.5666287428788,1,large,1000000,5,10,2,1,274
2021-10-03,store_3,359.9199637588464,0,large,1000000,6,10,3,1,275
2021-10-04,store_3,305.4009929075664,0,large,1000000,0,10,4,0,276
2021-10-05,store_3,304.0938606440402,0,large,1000000,1,10,5,0,277
2021-10-06,store_3,332.44618646975863,0,large,1000000,2,10,6,0,278
2021-10-07,store_3,302.94423137088825,0,large,1000000,3,10,7,0,279
2021-10-08,store_3,549.1560293444052,1,large,1000000,4,10,8,1,280
2021-10-09,store_3,679.2556759671119,1,large,1000000,5,10,9,1,281
2021-10-10,store_3,380.535927785838,0,large,1000000,6,10,10,1,282
2021-10-11,store_3,293.00168218028904,0,large,1000000,0,10,11,0,283
2021-10-12,store_3,297.8553629047754,0,large,1000000,1,10,12,0,284
2021-10-13,store_3,289.3483484823038,0,large,1000000,2,10,13,0,285
2021-10-14,store_3,337.4053150804627,0,large,1000000,3,10,14,0,286
2021-10-15,store_3,539.1055042326498,1,large,1000000,4,10,15,1,287
2021-10-16,store_3,593.3383759201989,1,large,1000000,5,10,16,1,288
2021-10-17,store_3,431.6558414984848,0,large,1000000,6,10,17,1,289
2021-10-18,store_3,258.88370048655923,0,large,1000000,0,10,18,0,290
2021-10-19,store_3,275.87181164622126,0,large,1000000,1,10,19,0,291
2021-10-20,store_3,316.0391173486416,0,large,1000000,2,10,20,0,292
2021-10-21,store_3,330.0583822621684,0,large,1000000,3,10,21,0,293
2021-10-22,store_3,499.52193364520036,1,large,1000000,4,10,22,1,294
2021-10-23,store_3,637.1628597778531,1,large,1000000,5,10,23,1,295
2021-10-24,store_3,419.1497862915327,0,large,1000000,6,10,24,1,296
2021-10-25,store_3,294.85051568039137,0,large,1000000,0,10,25,0,297
2021-10-26,store_3,296.634096656272,0,large,1000000,1,10,26,0,298
2021-10-27,store_3,323.69574947716643,0,large,1000000,2,10,27,0,299
2021-10-28,store_3,322.6367413548582,0,large,1000000,3,10,28,0,300
2021-10-29,store_3,571.8928202560919,1,large,1000000,4,10,29,1,301
2021-10-30,store_3,588.1181911091137,1,large,1000000,5,10,30,1,302
2021-10-31,store_3,451.7707344096276,0,large,1000000,6,10,31,1,303
2021-11-01,store_3,446.53354368007297,1,large,1000000,0,11,1,0,304
2021-11-02,store_3,292.15080720910464,0,large,1000000,1,11,2,0,305
2021-11-03,store_3,352.8826524619628,0,large,1000000,2,11,3,0,306
2021-11-04,store_3,349.0399642488138,0,large,1000000,3,11,4,0,307
2021-11-05,store_3,568.341825530676,1,large,1000000,4,11,5,1,308
2021-11-06,store_3,683.7868985997064,1,large,1000000,5,11,6,1,309
2021-11-07,store_3,655.3441777793985,1,large,1000000,6,11,7,1,310
2021-11-08,store_3,288.67627891104485,0,large,1000000,0,11,8,0,311
2021-11-09,store_3,329.38148651167586,0,large,1000000,1,11,9,0,312
2021-11-10,store_3,495.9776825139208,1,large,1000000,2,11,10,0,313
2021-11-11,store_3,359.1310327456462,0,large,1000000,3,11,11,0,314
2021-11-12,store_3,486.9530661022409,1,large,1000000,4,11,12,1,315
2021-11-13,store_3,659.4549621699999,1,large,1000000,5,11,13,1,316
2021-11-14,store_3,416.3584120910902,0,large,1000000,6,11,14,1,317
2021-11-15,store_3,322.4180128699419,0,large,1000000,0,11,15,0,318
2021-11-16,store_3,324.18682670634905,0,large,1000000,1,11,16,0,319
2021-11-17,store_3,334.9585734646298,0,large,1000000,2,11,17,0,320
2021-11-18,store_3,356.0428242964261,0,large,1000000,3,11,18,0,321
2021-11-19,store_3,519.0245806284157,1,large,1000000,4,11,19,1,322
2021-11-20,store_3,698.1295088386619,1,large,1000000,5,11,20,1,323
2021-11-21,store_3,473.4143873596269,0,large,1000000,6,11,21,1,324
2021-11-22,store_3,303.9716697733428,0,large,1000000,0,11,22,0,325
2021-11-23,store_3,339.75135247953403,0,large,1000000,1,11,23,0,326
2021-11-24,store_3,482.86466254914694,1,large,1000000,2,11,24,0,327
2021-11-25,store_3,501.13517049314675,1,large,1000000,3,11,25,0,328
2021-11-26,store_3,547.992973522295,1,large,1000000,4,11,26,1,329
2021-11-27,store_3,660.4603578673155,1,large,1000000,5,11,27,1,330
2021-11-28,store_3,422.5098691047822,0,large,1000000,6,11,28,1,331
2021-11-29,store_3,306.45408606745957,0,large,1000000,0,11,29,0,332
2021-11-30,store_3,319.8831864895053,0,large,1000000,1,11,30,0,333
2021-12-01,store_3,390.1637163852225,0,large,1000000,2,12,1,0,334
2021-12-02,store_3,442.4468466503497,0,large,1000000,3,12,2,0,335
2021-12-03,store_3,707.0613539058858,1,large,1000000,4,12,3,1,336
2021-12-04,store_3,808.0215532875245,1,large,1000000,5,12,4,1,337
2021-12-05,store_3,847.4528486193054,1,large,1000000,6,12,5,1,338
2021-12-06,store_3,347.3599131869307,0,large,1000000,0,12,6,0,339
2021-12-07,store_3,599.4267986156003,1,large,1000000,1,12,7,0,340
2021-12-08,store_3,387.0402562858945,0,large,1000000,2,12,8,0,341
2021-12-09,store_3,407.66652835518136,0,large,1000000,3,12,9,0,342
2021-12-10,store_3,657.1063657063258,1,large,1000000,4,12,10,1,343
2021-12-11,store_3,764.2208313927493,1,large,1000000,5,12,11,1,344
2021-12-12,store_3,520.0933906950044,0,large,1000000,6,12,12,1,345
2021-12-13,store_3,366.2993537745728,0,large,1000000,0,12,13,0,346
2021-12-14,store_3,407.2548395951484,0,large,1000000,1,12,14,0,347
2021-12-15,store_3,607.3797404745324,1,large,1000000,2,12,15,0,348
2021-12-16,store_3,397.9065352240999,0,large,1000000,3,12,16,0,349
2021-12-17,store_3,717.943714382868,1,large,1000000,4,12,17,1,350
2021-12-18,store_3,769.239195625943,1,large,1000000,5,12,18,1,351
2021-12-19,store_3,800.6048576893729,1,large,1000000,6,12,19,1,352
2021-12-20,store_3,378.92921449545804,0,large,1000000,0,12,20,0,353
2021-12-21,store_3,395.2097565156152,0,large,1000000,1,12,21,0,354
2021-12-22,store_3,434.4991368009302,0,large,1000000,2,12,22,0,355
2021-12-23,store_3,664.4783903718777,1,large,1000000,3,12,23,0,356
2021-12-24,store_3,650.6581201742465,1,large,1000000,4,12,24,1,357
2021-12-25,store_3,891.230176501901,1,large,1000000,5,12,25,1,358
2021-12-26,store_3,541.0780816344103,0,large,1000000,6,12,26,1,359
2021-12-27,store_3,368.3099463787534,0,large,1000000,0,12,27,0,360
2021-12-28,store_3,410.59495765694913,0,large,1000000,1,12,28,0,361
2021-12-29,store_3,417.5378060390297,0,large,1000000,2,12,29,0,362
2021-12-30,store_3,441.7237300643461,0,large,1000000,3,12,30,0,363
2021-12-31,store_3,765.470397938066,1,large,1000000,4,12,31,1,364
2022-01-01,store_3,610.3564652284791,1,large,1000000,5,1,1,1,365
2022-01-02,store_3,406.08558062439477,0,large,1000000,6,1,2,1,366
2022-01-03,store_3,287.383243912609,0,large,1000000,0,1,3,0,367
2022-01-04,store_3,317.7966368195207,0,large,1000000,1,1,4,0,368
2022-01-05,store_3,293.63870987861867,0,large,1000000,2,1,5,0,369
2022-01-06,store_3,300.7129482292408,0,large,1000000,3,1,6,0,370
2022-01-07,store_3,508.7438285370219,1,large,1000000,4,1,7,1,371
2022-01-08,store_3,568.9069010870687,1,large,1000000,5,1,8,1,372
2022-01-09,store_3,404.30033282571776,0,large,1000000,6,1,9,1,373
2022-01-10,store_3,293.203799003873,0,large,1000000,0,1,10,0,374
2022-01-11,store_3,288.50448474371865,0,large,1000000,1,1,11,0,375
2022-01-12,store_3,295.2136436983691,0,large,1000000,2,1,12,0,376
2022-01-13,store_3,334.9944760014551,0,large,1000000,3,1,13,0,377
2022-01-14,store_3,547.3076431791815,1,large,1000000,4,1,14,1,378
2022-01-15,store_3,567.6103103201955,1,large,1000000,5,1,15,1,379
2022-01-16,store_3,645.6995178306825,1,large,1000000,6,1,16,1,380
2022-01-17,store_3,298.01785532935816,0,large,1000000,0,1,17,0,381
2022-01-18,store_3,316.6886593816503,0,large,1000000,1,1,18,0,382
2022-01-19,store_3,337.6132051059862,0,large,1000000,2,1,19,0,383
2022-01-20,store_3,370.9810779272613,0,large,1000000,3,1,20,0,384
2022-01-21,store_3,515.8778155115432,1,large,1000000,4,1,21,1,385
2022-01-22,store_3,624.2195496787476,1,large,1000000,5,1,22,1,386
2022-01-23,store_3,405.32171855025894,0,large,1000000,6,1,23,1,387
2022-01-24,store_3,286.64553047366627,0,large,1000000,0,1,24,0,388
2022-01-25,store_3,325.7768546546303,0,large,1000000,1,1,25,0,389
2022-01-26,store_3,297.13542394279807,0,large,1000000,2,1,26,0,390
2022-01-27,store_3,320.13399860575566,0,large,1000000,3,1,27,0,391
2022-01-28,store_3,561.983575095565,1,large,1000000,4,1,28,1,392
2022-01-29,store_3,653.1639002752746,1,large,1000000,5,1,29,1,393
2022-01-30,store_3,406.8501856783646,0,large,1000000,6,1,30,1,394
2022-01-31,store_3,448.7611772959411,1,large,1000000,0,1,31,0,395
2022-02-01,store_3,277.2628059151243,0,large,1000000,1,2,1,0,396
2022-02-02,store_3,308.53179062663895,0,large,1000000,2,2,2,0,397
2022-02-03,store_3,453.7809061634812,1,large,1000000,3,2,3,0,398
2022-02-04,store_3,497.9875826285092,1,large,1000000,4,2,4,1,399
2022-02-05,store_3,633.8695905844914,1,large,1000000,5,2,5,1,400
2022-02-06,store_3,384.4904539821823,0,large,1000000,6,2,6,1,401
2022-02-07,store_3,259.1326657553981,0,large,1000000,0,2,7,0,402
2022-02-08,store_3,424.13145730804627,1,large,1000000,1,2,8,0,403
2022-02-09,store_3,282.05514177179083,0,large,1000000,2,2,9,0,404
2022-02-10,store_3,506.6047909431619,1,large,1000000,3,2,10,0,405
2022-02-11,store_3,478.459765295543,1,large,1000000,4,2,11,1,406
2022-02-12,store_3,552.8414883946268,1,large,1000000,5,2,12,1,407
2022-02-13,store_3,358.1003717308339,0,large,1000000,6,2,13,1,408
2022-02-14,store_3,272.96103175995324,0,large,1000000,0,2,14,0,409
2022-02-15,store_3,285.02641775392175,0,large,1000000,1,2,15,0,410
2022-02-16,store_3,280.45022924397705,0,large,1000000,2,2,16,0,411
2022-02-17,store_3,310.73252490346596,0,large,1000000,3,2,17,0,412
2022-02-18,store_3,438.88058253566254,1,large,1000000,4,2,18,1,413
2022-02-19,store_3,566.2640299217536,1,large,1000000,5,2,19,1,414
2022-02-20,store_3,382.5745525691029,0,large,1000000,6,2,20,1,415
2022-02-21,store_3,281.14762884818424,0,large,1000000,0,2,21,0,416
2022-02-22,store_3,262.926601183651,0,large,1000000,1,2,22,0,417
2022-02-23,store_3,269.5000194774089,0,large,1000000,2,2,23,0,418
2022-02-24,store_3,288.805827892738,0,large,1000000,3,2,24,0,419
2022-02-25,store_3,443.4241804095368,1,large,1000000,4,2,25,1,420
2022-02-26,store_3,599.1968284222959,1,large,1000000,5,2,26,1,421
2022-02-27,store_3,403.4932619699348,0,large,1000000,6,2,27,1,422
2022-02-28,store_3,263.45623828178617,0,large,1000000,0,2,28,0,423
2022-03-01,store_3,296.92242677805746,0,large,1000000,1,3,1,0,424
2022-03-02,store_3,296.5795649120585,0,large,1000000,2,3,2,0,425
2022-03-03,store_3,461.866958324012,1,large,1000000,3,3,3,0,426
2022-03-04,store_3,478.1480013357929,1,large,1000000,4,3,4,1,427
2022-03-05,store_3,565.818744516494,1,large,1000000,5,3,5,1,428
2022-03-06,store_3,353.5587585647446,0,large,1000000,6,3,6,1,429
2022-03-07,store_3,268.8485956654834,0,large,1000000,0,3,7,0,430
2022-03-08,store_3,279.5606154829958,0,large,1000000,1,3,8,0,431
2022-03-09,store_3,305.90359251548415,0,large,1000000,2,3,9,0,432
2022-03-10,store_3,311.1526116272598,0,large,1000000,3,3,10,0,433
2022-03-11,store_3,482.79074161501444,1,large,1000000,4,3,11,1,434
2022-03-12,store_3,550.2745806876815,1,large,1000000,5,3,12,1,435
2022-03-13,store_3,384.9982086821062,0,large,1000000,6,3,13,1,436
2022-03-14,store_3,275.42297683425653,0,large,1000000,0,3,14,0,437
2022-03-15,store_3,396.57916719946775,1,large,1000000,1,3,15,0,438
2022-03-16,store_3,296.5104263006266,0,large,1000000,2,3,16,0,439
2022-03-17,store_3,313.6386301806708,0,large,1000000,3,3,17,0,440
2022-03-18,store_3,469.76212545451176,1,large,1000000,4,3,18,1,441
2022-03-19,store_3,559.0052980287323,1,large,1000000,5,3,19,1,442
2022-03-20,store_3,388.44052639749316,0,large,1000000,6,3,20,1,443
2022-03-21,store_3,250.82580443587028,0,large,1000000,0,3,21,0,444
2022-03-22,store_3,285.6191276576316,0,large,1000000,1,3,22,0,445
2022-03-23,store_3,282.29567575662605,0,large,1000000,2,3,23,0,446
2022-03-24,store_3,490.26099315849603,1,large,1000000,3,3,24,0,447
2022-03-25,store_3,544.7770153191818,1,large,1000000,4,3,25,1,448
2022-03-26,store_3,551.7185416895303,1,large,1000000,5,3,26,1,449
2022-03-27,store_3,394.67881643231976,0,large,1000000,6,3,27,1,450
2022-03-28,store_3,256.4982767308392,0,large,1000000,0,3,28,0,451
2022-03-29,store_3,295.6242970267554,0,large,1000000,1,3,29,0,452
2022-03-30,store_3,277.11693815652546,0,large,1000000,2,3,30,0,453
2022-03-31,store_3,318.134906905978,0,large,1000000,3,3,31,0,454
2022-04-01,store_3,532.9376598315072,1,large,1000000,4,4,1,1,455
2022-04-02,store_3,651.8627713616676,1,large,1000000,5,4,2,1,456
2022-04-03,store_3,416.54416166783466,0,large,1000000,6,4,3,1,457
2022-04-04,store_3,316.59957720500347,0,large,1000000,0,4,4,0,458
2022-04-05,store_3,307.602483315993,0,large,1000000,1,4,5,0,459
2022-04-06,store_3,347.31203421724945,0,large,1000000,2,4,6,0,460
2022-04-07,store_3,348.8293119777371,0,large,1000000,3,4,7,0,461
2022-04-08,store_3,554.6460791443958,1,large,1000000,4,4,8,1,462
2022-04-09,store_3,664.2328597567202,1,large,1000000,5,4,9,1,463
2022-04-10,store_3,422.8929700164666,0,large,1000000,6,4,10,1,464
2022-04-11,store_3,307.612591126037,0,large,1000000,0,4,11,0,465
2022-04-12,store_3,345.960034314783,0,large,1000000,1,4,12,0,466
2022-04-13,store_3,325.17123561083906,0,large,1000000,2,4,13,0,467
2022-04-14,store_3,376.1205933130759,0,large,1000000,3,4,14,0,468
2022-04-15,store_3,600.2441290663179,1,large,1000000,4,4,15,1,469
2022-04-16,store_3,633.1087677720575,1,large,1000000,5,4,16,1,470
2022-04-17,store_3,612.1140303759221,1,large,1000000,6,4,17,1,471
2022-04-18,store_3,309.3262347517631,0,large,1000000,0,4,18,0,472
2022-04-19,store_3,312.8970279434731,0,large,1000000,1,4,19,0,473
2022-04-20,store_3,370.32707497380187,0,large,1000000,2,4,20,0,474
2022-04-21,store_3,356.28944807781346,0,large,1000000,3,4,21,0,475
2022-04-22,store_3,536.5719480799676,1,large,1000000,4,4,22,1,476
2022-04-23,store_3,622.8278091415341,1,large,1000000,5,4,23,1,477
2022-04-24,store_3,464.5565674976125,0,large,1000000,6,4,24,1,478
2022-04-25,store_3,444.4928324880094,1,large,1000000,0,4,25,0,479
2022-04-26,store_3,322.74012813057277,0,large,1000000,1,4,26,0,480
2022-04-27,store_3,355.23601438074365,0,large,1000000,2,4,27,0,481
2022-04-28,store_3,347.4169847042891,0,large,1000000,3,4,28,0,482
2022-04-29,store_3,558.2852314314783,1,large,1000000,4,4,29,1,483
2022-04-30,store_3,660.8598071271994,1,large,1000000,5,4,30,1,484
2022-05-01,store_3,477.78852616788646,0,large,1000000,6,5,1,1,485
2022-05-02,store_3,494.01688781978277,1,large,1000000,0,5,2,0,486
2022-05-03,store_3,334.0006633637281,0,large,1000000,1,5,3,0,487
2022-05-04,store_3,356.6759286374081,0,large,1000000,2,5,4,0,488
2022-05-05,store_3,366.43592950991626,0,large,1000000,3,5,5,0,489
2022-05-06,store_3,543.46633799709,1,large,1000000,4,5,6,1,490
2022-05-07,store_3,702.551675767992,1,large,1000000,5,5,7,1,491
2022-05-08,store_3,506.2349847440888,0,large,1000000,6,5,8,1,492
2022-05-09,store_3,306.0760640056052,0,large,1000000,0,5,9,0,493
2022-05-10,store_3,324.99883467404584,0,large,1000000,1,5,10,0,494
2022-05-11,store_3,340.4157684435503,0,large,1000000,2,5,11,0,495
2022-05-12,store_3,387.30256547995066,0,large,1000000,3,5,12,0,496
2022-05-13,store_3,600.5982192462527,1,large,1000000,4,5,13,1,497
2022-05-14,store_3,688.8284667218514,1,large,1000000,5,5,14,1,498
2022-05-15,store_3,441.7061532933364,0,large,1000000,6,5,15,1,499
2022-05-16,store_3,322.0359036666627,0,large,1000000,0,5,16,0,500
2022-05-17,store_3,311.93919080203693,0,large,1000000,1,5,17,0,501
2022-05-18,store_3,538.2483573747738,1,large,1000000,2,5,18,0,502
2022-05-19,store_3,390.4499540358195,0,large,1000000,3,5,19,0,503
2022-05-20,store_3,551.2430683406984,1,large,1000000,4,5,20,1,504
2022-05-21,store_3,641.7882686962668,1,large,1000000,5,5,21,1,505
2022-05-22,store_3,500.03078158482253,0,large,1000000,6,5,22,1,506
2022-05-23,store_3,311.06985727427855,0,large,1000000,0,5,23,0,507
2022-05-24,store_3,537.0038191923113,1,large,1000000,1,5,24,0,508
2022-05-25,store_3,353.89755834603324,0,large,1000000,2,5,25,0,509
2022-05-26,store_3,371.4979655216245,0,large,1000000,3,5,26,0,510
2022-05-27,store_3,601.5380479507274,1,large,1000000,4,5,27,1,511
2022-05-28,store_3,665.0087680837947,1,large,1000000,5,5,28,1,512
2022-05-29,store_3,700.4734503776064,1,large,1000000,6,5,29,1,513
2022-05-30,store_3,315.0878553695067,0,large,1000000,0,5,30,0,514
2022-05-31,store_3,316.7202394931487,0,large,1000000,1,5,31,0,515
2022-06-01,store_3,346.53275446748495,0,large,1000000,2,6,1,0,516
2022-06-02,store_3,353.16238948541684,0,large,1000000,3,6,2,0,517
2022-06-03,store_3,558.0398011368442,1,large,1000000,4,6,3,1,518
2022-06-04,store_3,624.5910646394618,1,large,1000000,5,6,4,1,519
2022-06-05,store_3,717.8226557464104,1,large,1000000,6,6,5,1,520
2022-06-06,store_3,320.3834170168932,0,large,1000000,0,6,6,0,521
2022-06-07,store_3,339.6487221498539,0,large,1000000,1,6,7,0,522
2022-06-08,store_3,335.92226836085604,0,large,1000000,2,6,8,0,523
2022-06-09,store_3,327.2679616370957,0,large,1000000,3,6,9,0,524
2022-06-10,store_3,618.0107174718469,1,large,1000000,4,6,10,1,525
2022-06-11,store_3,663.4669112614658,1,large,1000000,5,6,11,1,526
2022-06-12,store_3,427.1182702923468,0,large,1000000,6,6,12,1,527
2022-06-13,store_3,313.6467365845376,0,large,1000000,0,6,13,0,528
2022-06-14,store_3,343.2887009447383,0,large,1000000,1,6,14,0,529
2022-06-15,store_3,341.0883115840682,0,large,1000000,2,6,15,0,530
2022-06-16,store_3,381.53382911873825,0,large,1000000,3,6,16,0,531
2022-06-17,store_3,594.1294665153665,1,large,1000000,4,6,17,1,532
2022-06-18,store_3,630.3286772579634,1,large,1000000,5,6,18,1,533
2022-06-19,store_3,429.2218493201621,0,large,1000000,6,6,19,1,534
2022-06-20,store_3,322.28347365401925,0,large,1000000,0,6,20,0,535
2022-06-21,store_3,280.6543301447201,0,large,1000000,1,6,21,0,536
2022-06-22,store_3,339.2772053773296,0,large,1000000,2,6,22,0,537
2022-06-23,store_3,333.29400510430105,0,large,1000000,3,6,23,0,538
2022-06-24,store_3,550.7438173433118,1,large,1000000,4,6,24,1,539
2022-06-25,store_3,656.900379272084,1,large,1000000,5,6,25,1,540
2022-06-26,store_3,436.67644760833093,0,large,1000000,6,6,26,1,541
2022-06-27,store_3,299.37199648133065,0,large,1000000,0,6,27,0,542
2022-06-28,store_3,307.1949145357516,0,large,1000000,1,6,28,0,543
2022-06-29,store_3,381.39387060409007,0,large,1000000,2,6,29,0,544
2022-06-30,store_3,392.89589821004824,0,large,1000000,3,6,30,0,545
2022-07-01,store_3,506.6186086628958,1,large,1000000,4,7,1,1,546
2022-07-02,store_3,686.050303217219,1,large,1000000,5,7,2,1,547
2022-07-03,store_3,415.4339286738261,0,large,1000000,6,7,3,1,548
2022-07-04,store_3,295.4083890743551,0,large,1000000,0,7,4,0,549
2022-07-05,store_3,308.8836225309043,0,large,1000000,1,7,5,0,550
2022-07-06,store_3,315.45898813260993,0,large,1000000,2,7,6,0,551
2022-07-07,store_3,359.4335889708217,0,large,1000000,3,7,7,0,552
2022-07-08,store_3,541.809281410984,1,large,1000000,4,7,8,1,553
2022-07-09,store_3,621.2436305480154,1,large,1000000,5,7,9,1,554
2022-07-10,store_3,594.9818835390572,1,large,1000000,6,7,10,1,555
2022-07-11,store_3,280.68481784079404,0,large,1000000,0,7,11,0,556
2022-07-12,store_3,284.7241924743728,0,large,1000000,1,7,12,0,557
2022-07-13,store_3,326.7528406501947,0,large,1000000,2,7,13,0,558
2022-07-14,store_3,322.4122077397005,0,large,1000000,3,7,14,0,559
2022-07-15,store_3,531.8134559033314,1,large,1000000,4,7,15,1,560
2022-07-16,store_3,680.6989002980278,1,large,1000000,5,7,16,1,561
2022-07-17,store_3,450.23781125105626,0,large,1000000,6,7,17,1,562
2022-07-18,store_3,293.63742077738266,0,large,1000000,0,7,18,0,563
2022-07-19,store_3,463.71729314222506,1,large,1000000,1,7,19,0,564
2022-07-20,store_3,357.6116318854925,0,large,1000000,2,7,20,0,565
2022-07-21,store_3,352.21892300445916,0,large,1000000,3,7,21,0,566
2022-07-22,store_3,530.6766366535123,1,large,1000000,4,7,22,1,567
2022-07-23,store_3,592.2377190095118,1,large,1000000,5,7,23,1,568
2022-07-24,store_3,433.573462173171,0,large,1000000,6,7,24,1,569
2022-07-25,store_3,459.93000727295316,1,large,1000000,0,7,25,0,570
2022-07-26,store_3,300.99700444251016,0,large,1000000,1,7,26,0,571
2022-07-27,store_3,331.98383001498826,0,large,1000000,2,7,27,0,572
2022-07-28,store_3,337.38366674831366,0,large,1000000,3,7,28,0,573
